model;mac;llid;vendor;cli;interface;inus;ifaceName;id
F660V2.0;;4;CZTE;"sho gpon onu sta gpon-olt_1/1/3 4
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/3:4       enable       disable      unknown      DyingGasp    
ONU Number: 0/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/3:4

ONU interface:         gpon-onu_1/1/3:4
  Name:                ONU-3:4
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         DyingGasp
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0059B2D
  Password:            
  Device ID:           
  Description:         ONU-3:4
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        5051m
  Online Duration:     0h 0m 0s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:51    2019-03-02 18:32:40     DyingGasp 
   2   2019-03-02 20:58:16    2019-03-02 22:50:53     DyingGasp 
   3   2019-03-02 22:54:16    2019-03-03 19:47:15     DyingGasp 
   4   2019-03-03 19:48:38    2019-03-12 15:45:14     DyingGasp 
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/3:4

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc0059b2d 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           disable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/3;N;OLT 1/1/3:4;ZTEGC0059B2D
F660V3;;2;CZTE;"sho gpon onu sta gpon-olt_1/1/3 2
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/3:2       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/3:2

ONU interface:         gpon-onu_1/1/3:2
  Name:                ONU-3:2
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0440382
  Password:            
  Device ID:           
  Description:         ONU-3:2
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        4044m
  Online Duration:     218h 15m 01s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:45    2019-02-24 14:27:45     DyingGasp 
   2   2019-02-24 14:28:52    2019-03-02 18:32:40     DyingGasp 
   3   2019-03-02 18:47:30    2019-03-02 22:25:46     DyingGasp 
   4   2019-03-02 22:27:40    2019-03-09 13:17:33     DyingGasp 
   5   2019-03-09 13:18:39    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/3:2

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc0440382 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/3;N;OLT 1/1/3:2;ZTEGC0440382
F660V3;;3;CZTE;"sho gpon onu sta gpon-olt_1/1/3 3
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/3:3       enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/3:3

ONU interface:         gpon-onu_1/1/3:3
  Name:                ONU-3:3
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0453303
  Password:            
  Device ID:           
  Description:         ONU-3:3
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        5417m
  Online Duration:     114h 27m 12s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-21 01:07:21    2019-03-02 20:53:55     DyingGasp 
   2   2019-03-02 20:58:00    2019-03-02 22:50:53     DyingGasp 
   3   2019-03-02 22:53:40    2019-03-03 21:17:06     LOSi     
   4   2019-03-03 21:18:11    2019-03-13 21:04:08     LOSi     
   5   2019-03-13 21:06:28    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/3:3

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc0453303 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/3;N;OLT 1/1/3:3;ZTEGC0453303
F660V2.0;;17;CZTE;"sho gpon onu sta gpon-olt_1/1/1 17
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:17      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:17

ONU interface:         gpon-onu_1/1/1:17
  Name:                ONU-1:17
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC101BB2B
  Password:            
  Device ID:           
  Description:         meshankin
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7971m
  Online Duration:     10h 31m 14s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-03-08 05:02:30    2019-03-09 04:59:55     DyingGasp 
   2   2019-03-09 05:02:29    2019-03-11 04:59:54     DyingGasp 
   3   2019-03-11 05:02:27    2019-03-12 04:59:55     DyingGasp 
   4   2019-03-12 05:02:34    2019-03-13 04:59:55     DyingGasp 
   5   2019-03-13 05:02:28    2019-03-14 04:59:55     DyingGasp 
   6   2019-03-14 05:02:28    2019-03-15 04:59:55     DyingGasp 
   7   2019-03-15 05:02:27    2019-03-15 23:24:20     DyingGasp 
   8   2019-03-15 23:25:57    2019-03-16 04:59:55     DyingGasp 
   9   2019-03-16 05:02:26    2019-03-18 04:59:55     DyingGasp 
  10   2019-03-18 05:02:27    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:17

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc101bb2b 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/1;N;OLT 1/1/1:17;ZTEGC101BB2B
F660V2.0;;16;CZTE;"sho gpon onu sta gpon-olt_1/1/1 16
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:16      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:16

ONU interface:         gpon-onu_1/1/1:16
  Name:                ONU-1:16
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0093E26
  Password:            
  Device ID:           
  Description:         LU_kitaika
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        8850m
  Online Duration:     43h 39m 20s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:14:09    2019-03-16 16:41:18     DyingGasp 
   2   2019-03-16 16:44:00    2019-03-16 19:41:32     DyingGasp 
   3   2019-03-16 19:44:32    2019-03-16 19:45:49     DyingGasp 
   4   2019-03-16 19:50:25    2019-03-16 19:51:49     DyingGasp 
   5   2019-03-16 19:54:21    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:16

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc0093e26 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/1;N;OLT 1/1/1:16;ZTEGC0093E26
F660V3;;15;CZTE;"sho gpon onu sta gpon-olt_1/1/1 15
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:15      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:15

ONU interface:         gpon-onu_1/1/1:15
  Name:                ONU-1:15
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC1085254
  Password:            
  Device ID:           
  Description:         polishuk
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        8372m
  Online Duration:     352h 34m 00s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:45    2019-03-03 22:58:44     LOSi     
   2   2019-03-03 22:59:41    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:15

Vendor ID:           ZTEG 
Version:             V3.0 
SN:                  ZTEGc1085254 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   28 
TotalTrafficSchNum:  7 
TrafficMgmtOption:   priority-controlled 
OperState:           enable 
EquipID:             F660V3 
OMCC version:        a0 
Security capability: aes
Model:               F660V3
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/1;N;OLT 1/1/1:15;ZTEGC1085254
F660V2.0;;14;CZTE;"sho gpon onu sta gpon-olt_1/1/1 14
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:14      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:14

ONU interface:         gpon-onu_1/1/1:14
  Name:                ONU-1:14
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC101E24A
  Password:            
  Device ID:           
  Description:         nikitin
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7651m
  Online Duration:     260h 09m 15s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:54    2019-02-20 22:10:07     DyingGasp 
   2   2019-02-20 22:12:33    2019-02-27 15:57:14     DyingGasp 
   3   2019-02-27 15:58:59    2019-03-07 19:22:39     DyingGasp 
   4   2019-03-07 19:24:27    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:14

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc101e24a 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/1;N;OLT 1/1/1:14;ZTEGC101E24A
F660V2.1;;13;CZTE;"sho gpon onu sta gpon-olt_1/1/1 13
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:13      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:13

ONU interface:         gpon-onu_1/1/1:13
  Name:                ONU-1:13
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC02164F5
  Password:            
  Device ID:           
  Description:         dagadaev
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7784m
  Online Duration:     593h 14m 34s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:14:03    2019-02-21 22:17:36     DyingGasp 
   2   2019-02-21 22:19:08    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:13

Vendor ID:           ZTEG 
Version:             V2.1 
SN:                  ZTEGc02164f5 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.1 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.1
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/1;N;OLT 1/1/1:13;ZTEGC02164F5
F660V2.0;;12;CZTE;"sho gpon onu sta gpon-olt_1/1/1 12
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:12      enable       enable       operation    working      
ONU Number: 1/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:12

ONU interface:         gpon-onu_1/1/1:12
  Name:                ONU-1:12
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         working
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0051996
  Password:            
  Device ID:           
  Description:         jienbaeva
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        7711m
  Online Duration:     619h 19m 51s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-20 20:13:51    0000-00-00 00:00:00              
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:12

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc0051996 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           enable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/1;N;OLT 1/1/1:12;ZTEGC0051996
;;11;CZTE;"sho gpon onu sta gpon-olt_1/1/1 11
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:11      enable       disable      unknown      OffLine      
ONU Number: 0/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:11

ONU interface:         gpon-onu_1/1/1:11
  Name:                ONU-1:11
  Type:                4ETH
  State:               ready
  Admin state:         enable
  Phase state:         OffLine
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC0463EA8
  Password:            
  Device ID:           
  Description:         shirabokov
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        N/A
  Online Duration:     0h 0m 0s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   0000-00-00 00:00:00    0000-00-00 00:00:00              
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:11

Vendor ID:           N/A 
Version:             N/A 
SN:                  N/A 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   0 
TotalTrafficSchNum:  0 
TrafficMgmtOption:   N/A 
OperState:           N/A 
EquipID:             N/A 
OMCC version:        80 
Security capability: aes
Model:               N/A
Survival time:       N/A
TotalGemPortNum:     0
SysUpTime:           0
Region code:         N/A

";1/1/1;N;OLT 1/1/1:11;ZTEGC0463EA8
;;10;CZTE;"sho gpon onu sta gpon-olt_1/1/1 10
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:10      enable       disable      unknown      OffLine      
ONU Number: 0/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:10

ONU interface:         gpon-onu_1/1/1:10
  Name:                ONU-1:10
  Type:                4ETH
  State:               ready
  Admin state:         enable
  Phase state:         OffLine
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC1085D04
  Password:            
  Device ID:           
  Description:         ONU-1:10
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        N/A
  Online Duration:     0h 0m 0s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   0000-00-00 00:00:00    0000-00-00 00:00:00              
   2   0000-00-00 00:00:00    0000-00-00 00:00:00              
   3   0000-00-00 00:00:00    0000-00-00 00:00:00              
   4   0000-00-00 00:00:00    0000-00-00 00:00:00              
   5   0000-00-00 00:00:00    0000-00-00 00:00:00              
   6   0000-00-00 00:00:00    0000-00-00 00:00:00              
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:10

Vendor ID:           N/A 
Version:             N/A 
SN:                  N/A 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   0 
TotalTrafficSchNum:  0 
TrafficMgmtOption:   N/A 
OperState:           N/A 
EquipID:             N/A 
OMCC version:        80 
Security capability: aes
Model:               N/A
Survival time:       N/A
TotalGemPortNum:     0
SysUpTime:           0
Region code:         N/A

zte320-melihovo.chv#sho run int gpon-onu_1/1/1:10
Building configuration...
!
interface gpon-onu_1/1/1:10
  tcont 1 name unlim profile unlim
  gemport 1 name unlim unicast tcont 1 dir both
  switchport mode hybrid vport 1
  service-port 1 vport 1 user-vlan 1222 vlan 1222 
!
end
zte320-melihovo.chv#sho onu run con gpon-onu_1/1/1:10
pon-onu-mng gpon-onu_1/1/1:10
  service 1 iphost 1 gemport 1 vlan 1222
  pppoe 1 nat enable user 15500200 password s2ne9s3e
  dhcp-ip ethuni eth_0/1 from-onu
  dhcp-ip ethuni eth_0/2 from-onu
  dhcp-ip ethuni eth_0/3 from-onu
  dhcp-ip ethuni eth_0/4 from-onu
!
";1/1/1;N;OLT 1/1/1:10;ZTEGC1085D04
F660V2.0;;19;CZTE;"sho gpon onu sta gpon-olt_1/1/1 19
OnuIndex               Admin State  OMCC State   O7 State     Phase State
----------------------------------------------------------------------------
gpon-onu_1/1/1:19      enable       disable      unknown      DyingGasp    
ONU Number: 0/1        
zte320-melihovo.chv#sho gpon onu detail-info gpon-onu_1/1/1:19

ONU interface:         gpon-onu_1/1/1:19
  Name:                ONU-1:19
  Type:                4ETH_wifi
  State:               ready
  Admin state:         enable
  Phase state:         DyingGasp
  Authentication mode: sn
  SN Bind:             enable with SN check
  Serial number:       ZTEGC1027BFF
  Password:            
  Device ID:           
  Description:         Lebedev
  Vport mode:          gemport
  DBA Mode:            Hybrid
  ONU Status:          enable
  OMCI BW Profile:     enable
  Line Profile:        N/A
  Service Profile:     N/A             
  Alarm Profile:       N/A
  Performance Profile: N/A
  ONU Distance:        8313m
  Online Duration:     0h 0m 0s
  FEC:                 none
  1PPS+ToD:            disable
------------------------------------------
       Authpass Time          OfflineTime             Cause
   1   2019-02-25 17:45:40    2019-02-25 18:58:20     DyingGasp 
   2   2019-03-01 19:21:40    2019-03-01 21:44:20     DyingGasp 
   3   2019-03-01 21:46:00    2019-03-02 20:59:01     DyingGasp 
   4   2019-03-08 18:30:56    2019-03-09 11:32:25     DyingGasp 
   5   2019-03-09 11:34:28    2019-03-09 18:26:23     DyingGasp 
   6   2019-03-15 18:10:29    2019-03-16 10:03:05     DyingGasp 
   7   0000-00-00 00:00:00    0000-00-00 00:00:00              
   8   0000-00-00 00:00:00    0000-00-00 00:00:00              
   9   0000-00-00 00:00:00    0000-00-00 00:00:00              
  10   0000-00-00 00:00:00    0000-00-00 00:00:00              
zte320-melihovo.chv#sho gpon remote-onu equip gpon-onu_1/1/1:19

Vendor ID:           ZTEG 
Version:             V2.0 
SN:                  ZTEGc1027bff 
Admin status:        unlock 
Battery backup:      false 
Security mode:       aes 
Product code:        0 
TotalPrioQueueNum:   32 
TotalTrafficSchNum:  8 
TrafficMgmtOption:   priority-rate-controlled 
OperState:           disable 
EquipID:             F660V2.0 
OMCC version:        a0 
Security capability: aes
Model:               F660V2.0
Survival time:       N/A
TotalGemPortNum:     256
SysUpTime:           0
Region code:         N/A

";1/1/1;N;OLT 1/1/1:19;ZTEGC1027BFF
